Time_integration Time_hrs Satellite_index angular_distance  Satellite_range
23483 10.429577636299655 [345] [0.07425886] [1472.82367156] 
23508 10.440688886214048 [316] [0.04446636] [1985.64890361] 
23558 10.462855971010868 [135] [0.04122072] [1354.51567787] 
23608 10.485022917157039 [135] [0.01671118] [1503.03898355] 
23658 10.507189999159891 [341] [0.06256466] [1520.81306162] 
23746 10.546246108249761 [299] [0.05052618] [2014.48847703] 
23771 10.557329581584781 [368] [0.04604308] [1994.37731596] 
23796 10.56841305422131 [126] [0.04029896] [1326.55815722] 
24033 10.673803609272 [134] [0.07074761] [1985.68822906] 
24046 10.679581524746027 [553] [0.07223694] [1607.10455242] 
24058 10.684914859186392 [454] [0.07345754] [1981.95807682] 
24071 10.690692774835043 [553] [0.06076342] [1768.81885507] 
24096 10.70177624799544 [435] [0.04730419] [1664.86329859] 
24146 10.723971109546255 [115] [0.01863576] [1958.48825053] 
24196 10.746082499041222 [295] [0.06631108] [1497.91078463] 
24209 10.751804858038668 [295] [0.07089232] [1575.36616037] 
24234 10.7628605539212 [295] [0.02288861] [1745.19756873] 
24258 10.773638472310267 [295] [0.05334248] [1930.50311536] 
24284 10.785138746956363 [578] [0.05939798] [1806.81115364] 
24384 10.82958374696318 [294] [0.07424082] [1741.36065544] 
24434 10.85175083176 [441] [0.03089024] [1516.98555814] 
24459 10.862862081674393 [137] [0.03383096] [1350.28247443] 
24509 10.885029166471213 [142] [0.02387208] [1320.10900839] 
24572 10.912918469170108 [387] [0.07182803] [1744.70841773] 
24672 10.957363607827574 [304] [0.07586187] [1665.5749703] 
24747 10.990586249856278 [427] [0.02055904] [1646.88929565] 
24772 11.00169763842132 [291] [0.02892662] [1602.01955514] 
24797 11.012808888510335 [291] [0.02145534] [1666.72915509] 
24822 11.023920138599351 [124] [0.02992178] [1228.09129889] 
24847 11.035031388513744 [423] [0.01934488] [1741.40851149] 
24960 11.085198886343278 [124] [0.07157319] [2020.94073674] 
24997 11.101754720380995 [425] [0.02480548] [1694.40187497] 
25022 11.112810416263528 [292] [0.02313477] [1588.77376239] 
25160 11.173978053499013 [110] [0.01357355] [1228.95359598] 
25185 11.185089303588029 [431] [0.02195646] [1819.53024946] 
25385 11.273924027220346 [136] [0.03364782] [1240.32409348] 
25410 11.285035277134739 [308] [0.02357291] [1544.38088521] 
25435 11.29609097057255 [310] [0.05450583] [1862.18993319] 
25498 11.323980275716167 [296] [0.02415113] [1545.97478054] 
25523 11.335091664455831 [129] [0.03078565] [1287.83130949] 
25573 11.35725861042738 [288] [0.03072813] [1401.00949149] 
25648 11.39053694269387 [288] [0.06162556] [1716.02031427] 
25661 11.396259163040668 [288] [0.0552144] [1799.57250248] 
25686 11.407314997573849 [285] [0.02832098] [1372.83071213] 
25711 11.418426247837488 [140] [0.0485927] [1666.5378091] 
25736 11.42948194372002 [140] [0.01794151] [1849.54916976] 
25761 11.440704301698133 [430] [0.04782755] [1919.72091317] 
25786 11.45181569061242 [108] [0.07595811] [1443.77211038] 
25836 11.473982636583969 [108] [0.01697193] [1755.58605285] 
25861 11.485093886498362 [314] [0.02050412] [1546.73724844] 
25936 11.518372221384197 [113] [0.0230099] [1670.05841301] 
25961 11.52948347129859 [505] [0.02593691] [1453.86263865] 
26049 11.56842860870529 [300] [0.00824602] [1389.63249016] 
26099 11.590595554502215 [300] [0.03688944] [1637.36272357] 
26124 11.601817912654951 [258] [0.05570484] [1998.51284999] 
26149 11.61292924953159 [277] [0.04377074] [1954.04309402] 
26174 11.624040551483631 [143] [0.05181414] [1767.84957361] 
26199 11.63515180174727 [365] [0.06916593] [1495.74332836] 
26249 11.657263193512335 [383] [0.03841996] [1264.30545062] 
26274 11.668374582426623 [502] [0.04454203] [1161.32713826] 
26299 11.67943027568981 [117] [0.0647502] [1857.22092022] 
26437 11.740597915719263 [381] [0.02762513] [1522.77219513] 
26462 11.751709165633656 [109] [0.03123561] [1511.71354029] 
26487 11.762820415548049 [106] [0.02152433] [1961.63462575] 
26512 11.774042773526162 [301] [0.07305138] [1495.2108273] 
26537 11.785098608408589 [361] [0.02036297] [1422.19623716] 
26562 11.796154304291122 [301] [0.02488702] [1747.85194769] 
26587 11.807265554205514 [367] [0.04216153] [1222.99638765] 
26612 11.818321247817948 [361] [0.04913823] [1941.06034571] 
26637 11.829432636557613 [251] [0.07073322] [1817.86993319] 
26675 11.846266106818803 [367] [0.0609902] [1553.34364311] 
26712 11.86265527352225 [367] [0.05273275] [1820.03538734] 
26725 11.868433191615622 [376] [0.01727819] [1508.61613168] 
26750 11.879544441530015 [376] [0.01361047] [1678.54825786] 
26775 11.890655691793654 [380] [0.01786783] [1463.42842385] 
26800 11.901711526326835 [512] [0.05240819] [997.67974141] 
26838 11.9185450138757 [118] [0.06897345] [1755.83134788] 
26863 11.92960082902573 [91] [0.04874644] [2017.93287095] 
26875 11.93504527641926 [512] [0.02801444] [1439.55650755] 
26900 11.946156665333547 [116] [0.04861992] [1553.97018657] 
26925 11.957267915422563 [530] [0.02326513] [1613.70085591] 
26975 11.979490415251348 [386] [0.05972143] [1306.14991659] 
27000 11.990601717378013 [125] [0.00349011] [1550.07407254] 
27025 12.001713054254651 [386] [0.04269016] [1590.41763273] 
27075 12.023935554083437 [125] [0.00309229] [1859.08035584] 
27100 12.03499124769587 [96] [0.06750042] [2000.94346451] 
27138 12.051824856433086 [281] [0.06637412] [1619.42594747] 
27188 12.074047495611012 [507] [0.0670026] [1166.9800365] 
27213 12.085158745525405 [503] [0.05518688] [958.8236219] 
27238 12.096214441233315 [374] [0.02154831] [1484.9501691] 
27250 12.10165902535664 [374] [0.07237061] [1565.28342631] 
27313 12.12954833015101 [503] [0.01198145] [1539.24415699] 
27338 12.140604026382789 [84] [0.03359988] [1990.97390881] 
27588 12.251550134271383 [506] [0.04516731] [1466.69618336] 
27613 12.262661523011047 [316] [0.03626111] [2144.63070966] 
27625 12.268133747507818 [138] [0.00161676] [1899.92482769] 
27675 12.29032860940788 [385] [0.06117209] [2243.00770401] 
27700 12.301439859322272 [135] [0.02729864] [1785.14534114] 
27750 12.323606802849099 [94] [0.04697346] [2430.42222906] 
27775 12.334718191588763 [538] [0.0640976] [2182.66099532] 
27788 12.340495968412142 [538] [0.07698536] [2232.15038303] 
27800 12.345829441503156 [98] [0.05908148] [1910.68859684] 
27825 12.356996248243377 [98] [0.02076265] [2093.78430281] 
27863 12.373829857329838 [299] [0.06555068] [2360.67477826] 
27913 12.395996939507313 [378] [0.03022946] [1869.24868345] 
27938 12.407052635389846 [83] [0.00229792] [1413.51697077] 
27963 12.418163885478862 [276] [0.00219493] [1815.2315717] 
28000 12.434719719341956 [126] [0.04606533] [2187.61810104] 
28013 12.44044193951413 [297] [0.0380119] [1979.30783397] 
28025 12.445775412779767 [126] [0.07657129] [2348.761804] 
28038 12.451553328253794 [134] [0.0537967] [1883.4827742] 
28063 12.462609024485573 [388] [0.01649731] [1727.18216416] 
28088 12.473720274399966 [371] [0.00127246] [1289.30096003] 
28113 12.484775970107876 [134] [0.02105318] [2214.08092322] 
28138 12.495887359371409 [72] [0.03957164] [1789.98793356] 
28163 12.506998609285802 [536] [0.02645325] [2270.03489472] 
28188 12.518109859200194 [82] [0.05105741] [1429.43126549] 
28213 12.529221109114587 [250] [0.06034331] [1339.53832389] 
28238 12.54027694137767 [102] [0.05241717] [2112.0399755] 
28263 12.551388191292062 [115] [0.04226503] [2479.80148626] 
28301 12.568221800553147 [382] [0.06270084] [1304.5261404] 
28351 12.590388746350072 [382] [0.00156135] [1445.0400519] 
28376 12.601555551867932 [355] [0.0295155] [2456.95444005] 
28388 12.60694458038779 [104] [0.063407] [1917.73201424] 
28426 12.623778189299628 [356] [0.04004434] [2055.68818242] 
28451 12.63483388518216 [532] [0.00438611] [1919.83500168] 
28476 12.645945135271177 [366] [0.00350376] [1519.43233322] 
28501 12.65700096997898 [132] [0.03629816] [2054.06193364] 
28526 12.668112219893374 [379] [0.03185054] [1343.3855627] 
28551 12.679223470157012 [508] [0.06668992] [1126.22074041] 
28576 12.690334720071405 [132] [0.02784695] [2400.45415352] 
28601 12.701390413334593 [81] [0.06948078] [1760.14181221] 
28651 12.723613052337896 [412] [0.07643837] [1967.88802005] 
28664 12.729335411335342 [81] [0.02949756] [2262.84684674] 
28689 12.740446661249734 [142] [0.03720989] [2430.93306548] 
28701 12.7457799956901 [379] [0.0594364] [2345.46620268] 
28739 12.762613607395906 [77] [0.00459372] [1280.91133548] 
28764 12.773780497955158 [77] [0.06136406] [1355.7294059] 
28789 12.78486402350245 [529] [0.03534661] [1794.85602181] 
28814 12.795947496138979 [269] [0.01038359] [1323.94620067] 
28839 12.807003192021511 [290] [0.02058765] [2367.53469144] 
28864 12.818114441935904 [304] [0.03683009] [1875.02281069] 
28889 12.829225831024814 [304] [0.03193181] [2062.77174399] 
28927 12.846003883285448 [269] [0.03279735] [2044.23349905] 
28952 12.857115133549087 [107] [0.04992934] [1783.65798162] 
28977 12.86822638346348 [401] [0.05675935] [1788.870217] 
29002 12.879282079346012 [107] [0.00971503] [2189.42705287] 
29052 12.901449166762177 [307] [0.04546612] [1671.58896655] 
29077 12.91250486264471 [307] [0.07711217] [1820.02755472] 
29090 12.91828277829336 [139] [0.07647682] [2317.71636713] 
29115 12.929338471905794 [307] [0.02810075] [2090.15930496] 
29152 12.945949859451503 [527] [0.00865692] [1752.50040197] 
29177 12.957005555508658 [527] [0.04016171] [1862.51958729] 
29202 12.968116805597674 [76] [0.06032038] [1258.68598606] 
29227 12.979228055512067 [390] [0.03094692] [1810.80840699] 
29290 13.007117360655684 [305] [0.03830966] [1784.51608199] 
29315 13.018228749395348 [110] [0.02809648] [2389.25736443] 
29340 13.029339999309741 [286] [0.05093304] [1556.93639998] 
29365 13.04045124957338 [93] [0.0641251] [1457.79012366] 
29390 13.051562499487773 [370] [0.01654319] [1601.80554301] 
29415 13.062618331750855 [271] [0.01837719] [1227.74721111] 
29440 13.07367402780801 [70] [0.02423202] [2497.47612733] 
29465 13.084785277722403 [526] [0.05239296] [1567.6261167] 
29515 13.107119027234148 [511] [0.04746898] [1597.55016637] 
29540 13.11817472067196 [405] [0.00697565] [1597.66447152] 
29628 13.157119721523486 [515] [0.03035643] [2483.59756526] 
29678 13.179231249843724 [288] [0.03182974] [1647.66938112] 
29703 13.190342499758117 [288] [0.02716072] [1714.37631191] 
29741 13.2071761112893 [394] [0.06943884] [2023.42171647] 
29766 13.218287361378316 [394] [0.05889925] [2208.04375974] 
29791 13.229343054816127 [416] [0.05933323] [1612.35409045] 
29816 13.240398748079315 [416] [0.00968728] [1737.5995445] 
29891 13.273843750124797 [265] [0.03793412] [2437.11504654] 
29928 13.29028847347945 [293] [0.07116864] [1775.70972273] 
29941 13.296010832476895 [253] [0.05670179] [1262.82132183] 
29966 13.307122082391288 [293] [0.05470592] [1937.84645155] 
29991 13.3181777758291 [95] [0.01506249] [1257.08481905] 
30016 13.329289026092738 [74] [0.04869056] [2042.88270108] 
30041 13.340344791300595 [24] [0.03569472] [2217.39711003] 
30066 13.351456110540312 [24] [0.03321695] [2322.85775701] 
30091 13.36262291483581 [275] [0.01398403] [1403.57397052] 
30116 13.373678610718343 [253] [0.02506811] [2414.87831152] 
30129 13.37940097216051 [279] [0.06548417] [2270.42795063] 
30141 13.384734306600876 [277] [0.07490273] [1805.69202662] 
30179 13.40156791586196 [85] [0.05580081] [1565.01259001] 
30204 13.412679304601625 [268] [0.0745983] [1375.84973437] 
30229 13.4237627753173 [525] [0.02166444] [1728.10766405] 
30254 13.434846248128451 [258] [0.01196321] [1371.78733283] 
30266 13.440346388379112 [365] [0.04654137] [1874.23273453] 
30291 13.45142986101564 [365] [0.06226701] [1967.21641015] 
30304 13.457179895660374 [528] [0.05482085] [2074.7778606] 
30316 13.46251333435066 [365] [0.07314137] [2089.88783943] 
30329 13.468346806650516 [528] [0.07113898] [2290.4559023] 
30354 13.479402499913704 [360] [0.06797793] [2359.66208951] 
30366 13.484680416528136 [268] [0.06723874] [2332.19562851] 
30379 13.490458193351515 [42] [0.04123904] [2049.05806901] 
30404 13.501569443265907 [256] [0.04772425] [1730.16470511] 
30429 13.512680832354818 [383] [0.0492632] [2121.42798484] 
30454 13.52379208226921 [99] [0.04236064] [1921.95438448] 
30479 13.534847775532398 [39] [0.00946006] [2274.18379326] 
30504 13.545959025621414 [358] [0.00377063] [1352.47192634] 
30529 13.557014860503841 [358] [0.0501594] [1440.92826002] 
30554 13.568126110418234 [59] [0.03145202] [1987.85184337] 
30579 13.57923736050725 [264] [0.04345119] [1608.86660266] 
30604 13.590348610421643 [361] [0.02450292] [1975.9534328] 
30617 13.596070972038433 [78] [0.04325666] [2331.08400685] 
30629 13.601404358516447 [264] [0.06300835] [1962.66376543] 
30654 13.612682359933387 [62] [0.03839125] [2000.14153755] 
30679 13.623765830998309 [62] [0.01634641] [2104.29257397] 
30704 13.634904859936796 [88] [0.04079796] [1416.01811653] 
30729 13.645960553199984 [512] [0.02200391] [1911.55408534] 
30754 13.657071942114271 [251] [0.00131614] [1402.24067292] 
30779 13.668183192028664 [376] [0.0037617] [2050.80899487] 
30804 13.679294441943057 [376] [0.00300418] [2144.74653239] 
30829 13.690350138174836 [380] [0.0263391] [2048.74138179] 
30854 13.7014615269145 [88] [0.02673609] [2439.94703541] 
30892 13.71829512133263 [373] [0.06113972] [2248.26787726] 
30917 13.729350832058117 [272] [0.07470835] [1332.54658453] 
30942 13.740406525321305 [91] [0.01032423] [1493.16894212] 
30967 13.751517775235698 [261] [0.00852155] [1414.55952758] 
30992 13.762573471467476 [91] [0.03046044] [1760.36803266] 
31005 13.768351389560848 [523] [0.06555844] [2353.69706705] 
31017 13.773823748866562 [57] [0.05745914] [2165.5620278] 
31042 13.784907220804598 [280] [0.06634189] [1364.07098702] 
31054 13.79024067678256 [272] [0.05694898] [2279.5339274] 
31067 13.79599069186952 [90] [0.03408788] [1561.78630496] 
31092 13.807129720808007 [261] [0.02354349] [2086.04233177] 
31117 13.818185553071089 [66] [0.02438945] [1940.95846214] 
31142 13.82935235981131 [514] [0.05724297] [1293.19217709] 
31154 13.834685694077052 [90] [0.04707721] [2128.51728212] 
31167 13.840463609725703 [96] [0.04331566] [1530.07843043] 
31192 13.851519303163514 [524] [0.00031079] [1461.39558818] 
31217 13.8626306920778 [519] [0.00224618] [1362.21996358] 
31242 13.873741941992193 [501] [0.00257698] [2131.04727507] 
31267 13.884908748383168 [255] [0.07003602] [1331.08925165] 
31292 13.89596444182098 [255] [0.00983175] [1457.33027576] 
31317 13.907075778697617 [518] [0.01555962] [1701.76111052] 
31342 13.918187080649659 [524] [0.00135434] [2281.86178645] 
31392 13.94040958082769 [84] [0.01061096] [1569.12522569] 
31417 13.951465276710223 [45] [0.02879361] [2067.95641635] 
31442 13.962576665449888 [535] [0.0373478] [1738.14895184] 
31467 13.973687915713526 [14] [0.04276379] [1671.88599502] 
31492 13.98479916562792 [535] [0.02613882] [1971.85700888] 
31517 13.995910415542312 [499] [0.07249458] [1214.38589721] 
31542 14.007021804456599 [86] [0.04207216] [1560.18144507] 
31630 14.046022359514609 [75] [0.05456267] [1661.20879065] 
31655 14.057133609429002 [75] [0.0491722] [1774.64536915] 
31680 14.068244859343395 [273] [0.04098234] [1753.68753163] 
31730 14.090411941695493 [534] [0.00439604] [1758.65538887] 
31755 14.101467637578025 [257] [0.03492511] [1482.0082941] 
31780 14.112689998175483 [278] [0.04349378] [1641.79922047] 
31805 14.123745830613188 [94] [0.00830264] [2019.93536602] 
31830 14.134912637004163 [40] [0.03599881] [1797.71547006] 
31855 14.145968330441974 [364] [0.00908385] [1545.37029703] 
31880 14.157079580705613 [98] [0.00686409] [1821.14076561] 
31905 14.168190917233005 [278] [0.00418111] [2343.49178456] 
31918 14.173913194681518 [40] [0.06975977] [2396.49384141] 
31930 14.179246665153187 [364] [0.03174054] [1843.39873881] 
31955 14.190357915416826 [50] [0.04523123] [1528.65785357] 
31980 14.201469165331218 [262] [0.03539023] [1467.01331106] 
32005 14.212552637967747 [22] [0.0379761] [2413.38700889] 
32030 14.223691804334521 [52] [0.04619537] [1498.36569973] 
32055 14.234803054248914 [52] [0.04253808] [1560.51318746] 
32068 14.240525415691081 [50] [0.06641853] [2103.46359203] 
32080 14.245914304163307 [16] [0.03601102] [2333.37238603] 
32180 14.290414997027256 [68] [0.03551487] [1702.08352541] 
32205 14.301526247116271 [531] [0.00239344] [1457.10231676] 
32230 14.312582081824075 [68] [0.03696181] [2020.84322708] 
32280 14.334860136033967 [68] [0.00361944] [2412.01514777] 
32305 14.3459158319165 [531] [0.03522142] [1915.56670716] 
32330 14.357027151156217 [536] [0.02907942] [1962.4759703] 
32355 14.36813847074518 [398] [0.03689166] [2315.40786814] 
32430 14.401416666456498 [71] [0.05871285] [2166.75246594] 
32443 14.40713902580319 [354] [0.01660822] [2451.15832082] 
32468 14.418250275717583 [53] [0.0495317] [1393.40287143] 
32493 14.429361664457247 [53] [0.04517253] [1449.96120299] 
32530 14.44591735949507 [9] [0.03592309] [2221.11304455] 
32543 14.451695277588442 [49] [0.05152094] [2346.86158118] 
32568 14.462750971026253 [53] [0.06473238] [1847.76568252] 
32580 14.468139998149127 [9] [0.0290293] [2486.57084607] 
32605 14.479195694380905 [53] [0.06192549] [2124.58606932] 
32655 14.501418333034962 [532] [0.06919297] [1854.48799756] 
32680 14.512529583298601 [32] [0.06867384] [2058.70683962] 
32693 14.518251803470775 [69] [0.02484355] [2114.94238135] 
32705 14.523640833212994 [532] [0.0502498] [2271.67832541] 
32743 14.540474442124832 [81] [0.03622662] [2436.28450183] 
32768 14.551585692213848 [41] [0.05082533] [1444.78499482] 
32793 14.56264138565166 [29] [0.00689722] [2125.3379356] 
32818 14.573697220359463 [520] [0.07392387] [1328.18220817] 
32843 14.584808470448479 [29] [0.03198114] [2391.83161304] 
32893 14.60714208096033 [41] [0.02314631] [2294.30355127] 
32905 14.612475554051343 [41] [0.07031999] [2397.3491929] 
32918 14.618253435124643 [26] [0.03031276] [2286.29102722] 
32943 14.629309163312428 [27] [0.00489109] [1962.91895494] 
32955 14.634753610705957 [520] [0.06430646] [2064.78822241] 
32968 14.640475969878025 [529] [0.04561997] [1693.12228576] 
32993 14.651587219792418 [27] [0.03819673] [2180.84056375] 
33018 14.66269848716911 [48] [0.06848904] [1355.39927664] 
33043 14.673754301969893 [27] [0.00270014] [2486.47336616] 
33068 14.684865551884286 [33] [0.00197978] [2089.95063965] 
33093 14.695949025568552 [517] [0.04478989] [1306.75346551] 
33118 14.707004721101839 [25] [0.05699124] [1901.92282677] 
33143 14.718088332912885 [25] [0.07126413] [1995.59216712] 
33156 14.72386610956164 [25] [0.07753223] [2055.57957644] 
33168 14.7291995830019 [25] [0.0649029] [2117.00678057] 
33181 14.73497739440063 [48] [0.04579046] [2477.67188577] 
33231 14.757172219979111 [517] [0.03342753] [2131.39747144] 
33256 14.768200135440566 [510] [0.00913371] [1755.9487091] 
33268 14.773644720262382 [510] [0.06242215] [1840.4970926] 
33331 14.801645137486048 [527] [0.05555343] [1896.32755088] 
33356 14.812700830749236 [516] [0.04332656] [1449.96873702] 
33381 14.823812080663629 [516] [0.03901606] [1538.28281813] 
33406 14.834867913275957 [390] [0.00546005] [2043.8748856] 
33431 14.84597916319035 [7] [0.00601687] [2038.37857116] 
33456 14.857145969581325 [15] [0.03759608] [1758.67323285] 
33481 14.868201663019136 [63] [0.00409954] [2003.29999676] 
33506 14.879257497901563 [63] [0.02868016] [2213.08041366] 
33531 14.890424301847816 [63] [0.00297264] [2434.53146082] 
33556 14.901479997730348 [43] [0.0288347] [1899.44519505] 
33581 14.912591247993987 [43] [0.02365627] [2104.90505452] 
33606 14.92364694387652 [43] [0.04406721] [2320.36987759] 
33619 14.929424859350547 [23] [0.06529624] [2049.94998759] 
33656 14.94598069076892 [23] [0.01030801] [2292.50851226] 
33681 14.957036386651453 [36] [0.04657212] [1886.53260435] 
33706 14.968119859287981 [405] [0.05429072] [1821.96641663] 
33719 14.973869998182636 [405] [0.07402145] [1906.46618661] 
33744 14.98492569179507 [31] [0.037654] [1751.30872142] 
33769 14.996036958997138 [405] [0.02854542] [2280.16305641] 
33794 15.007092773797922 [19] [0.01637767] [1250.06360602] 
33819 15.01820402406156 [19] [0.00666732] [1325.01584122] 
33844 15.029315273975953 [31] [0.00539681] [2335.26363152] 
33869 15.040370969858486 [19] [0.03897136] [1599.46300568] 
33894 15.051482358947396 [392] [0.07302914] [1617.55489004] 
33919 15.062593608861789 [17] [0.03460456] [2218.24048437] 
33932 15.06834374932805 [19] [0.07000462] [2087.71426558] 
33982 15.090482913830783 [513] [0.07012734] [1279.34587025] 
34007 15.101538607268594 [513] [0.01004675] [1377.29998642] 
34032 15.112760970310774 [13] [0.04269434] [2191.77559312] 
34057 15.123816802748479 [13] [0.0144467] [2412.59659692] 
34082 15.134928052662872 [397] [0.03032307] [2081.78822763] 
34107 15.14598374592606 [513] [0.00262616] [2081.86514751] 
34132 15.157039441983216 [357] [0.03733743] [1772.9297058] 
34157 15.168150830897503 [28] [0.03912293] [1775.82333725] 
34182 15.179206526954658 [391] [0.0608175] [2140.0243816] 
34195 15.184984338178765 [391] [0.05603499] [2236.07571578] 
34245 15.207151385955513 [275] [0.05573281] [1803.96856537] 
34295 15.229373885784298 [525] [0.03688011] [1782.1528642] 
34320 15.240429718222003 [525] [0.00596684] [1901.47101973] 
34345 15.251540968136396 [51] [0.01616543] [1326.76683571] 
34432 15.290319304447621 [408] [0.07360756] [1983.70898283] 
34445 15.296041663445067 [406] [0.05429884] [1548.07741643] 
34470 15.307152913708705 [408] [0.02150963] [2266.77733801] 
34495 15.318264163623098 [256] [0.03865325] [1984.32424911] 
34520 15.329375552362762 [42] [0.05223293] [1342.67176786] 
34545 15.340431245975196 [393] [0.00270687] [1573.14847046] 
34570 15.35154249588959 [39] [0.04960418] [1371.79293448] 
34582 15.356875968980603 [360] [0.0322591] [2413.66942641] 
34595 15.362598191772122 [42] [0.03996883] [1790.50361394] 
34620 15.373681664583273 [237] [0.04953788] [2422.13996607] 
34633 15.379431803477928 [393] [0.05957749] [2122.20747375] 
34645 15.384820830600802 [39] [0.02880365] [1842.07548498] 
34670 15.395876526483335 [358] [0.07501019] [2063.98488359] 
34733 15.423821385658812 [522] [0.02180386] [2206.90909785] 
34758 15.434932635573205 [522] [0.01889482] [2427.7233821] 
34795 15.451488469610922 [402] [0.05086034] [1460.3666684] 
34845 15.473711108264979 [62] [0.04887284] [1721.10900315] 
34858 15.479433330881875 [402] [0.07714821] [1789.28846309] 
34883 15.490544581145514 [62] [0.04713915] [2011.7512182] 
34895 15.49587805441115 [402] [0.05900192] [2057.84627084] 
34908 15.501655969885178 [402] [0.05634862] [2160.59814242] 
34920 15.506989304325543 [62] [0.05384414] [2326.40345187] 
34933 15.51276721979957 [533] [0.07605729] [1724.79447712] 
34958 15.523878469888587 [533] [0.06358993] [1911.09152239] 
34983 15.534934163326398 [403] [0.06690111] [1477.09355011] 
35008 15.54598999558948 [523] [0.01163904] [2147.37157624] 
35033 15.557129023305606 [369] [0.01157408] [1361.60256319] 
35058 15.568212495592888 [57] [0.0005148] [1331.1039021] 
35083 15.579323745681904 [396] [0.02426301] [1516.84567817] 
35133 15.601490830478724 [396] [0.04321329] [1826.93858868] 
35158 15.612713190901559 [396] [0.02321114] [2017.51136659] 
35183 15.62376888433937 [280] [0.0009418] [2228.93925279] 
35208 15.634880134603009 [65] [0.00193753] [1854.20030199] 
35233 15.64593596913619 [399] [0.07555595] [1376.29308425] 
35246 15.651658191927709 [418] [0.05403462] [2004.7524971] 
35258 15.656991665018722 [231] [0.06526423] [2398.77354287] 
35296 15.673825274279807 [399] [0.03256162] [1705.7184327] 
35321 15.6849365241942 [399] [0.0270358] [1885.62808067] 
35346 15.696047774108592 [399] [0.02282971] [2082.8327628] 
35371 15.707103554508649 [217] [0.00742499] [2365.54795708] 
35384 15.712825831957161 [399] [0.06245328] [2403.35954574] 
35396 15.71821485646069 [415] [0.00087588] [1778.4334184] 
35421 15.729270552343223 [217] [0.02783956] [2119.22747173] 
35446 15.740381802606862 [413] [0.04952573] [1521.99105108] 
35471 15.751493052521255 [47] [0.03855729] [1888.77489964] 
35484 15.757270970614627 [415] [0.06349624] [2501.91567331] 
35496 15.762548887054436 [227] [0.06929226] [2266.01073315] 
35521 15.773715691349935 [419] [0.05361445] [1444.20203696] 
35546 15.784882495296188 [407] [0.01472443] [1262.09919708] 
35571 15.79599374521058 [45] [0.00305899] [1992.94550984] 
35596 15.80710513429949 [45] [0.00259536] [2189.54812155] 
35621 15.818216384213883 [419] [0.02829019] [2154.22822781] 
35646 15.829272080096416 [589] [0.04161885] [1936.68732011] 
35709 15.857216941716615 [238] [0.05950991] [2274.28298334] 
35759 15.879384024068713 [14] [0.02235112] [2480.09850072] 
35784 15.890495273983106 [400] [0.02078259] [2034.90953275] 
35809 15.901606523897499 [11] [0.05397675] [1557.68039113] 
35834 15.912717773986515 [8] [0.04270196] [1271.87922666] 
35859 15.92377360642422 [56] [0.04889479] [2241.23758659] 
35884 15.934884856338613 [8] [0.01662604] [1478.8608266] 
35909 15.946107219380792 [8] [0.06787921] [1639.0229006] 
35934 15.957162912993226 [8] [0.02129979] [1821.07097486] 
35959 15.968274180195294 [30] [0.03390368] [1405.88843967] 
35984 15.979385551647283 [8] [0.0151172] [2234.49715937] 
36009 15.990496801736299 [8] [0.01304481] [2456.53780151] 
36034 16.001608051650692 [21] [0.03014098] [1343.91556546] 
36059 16.012663745088503 [364] [0.00023166] [1844.95302377] 
36084 16.02377513400279 [222] [0.00461951] [1981.20198448] 
36109 16.034886383917183 [364] [0.00036774] [2190.88909628] 
36134 16.045942079799715 [229] [0.03522382] [2345.47174205] 
36159 16.05710888374597 [21] [0.0058221] [2223.74237346] 
36184 16.06816471880302 [22] [0.03869529] [1708.15675084] 
36197 16.07394249807112 [55] [0.06879462] [2270.69197361] 
36209 16.07927596871741 [55] [0.03682119] [2365.47600991] 
36234 16.090331664599944 [219] [0.06501954] [2412.91962686] 
36247 16.096081802097615 [22] [0.03834086] [2218.46738129] 
36272 16.10716527386103 [52] [0.03023706] [2140.22520169] 
36284 16.112609857635107 [68] [0.06299858] [1721.43038602] 
36309 16.12366555351764 [16] [0.06847546] [2005.33071443] 
36322 16.129443330166396 [68] [0.05918543] [1914.00222828] 
36334 16.134832357638516 [35] [0.04528122] [1539.05560856] 
36347 16.140554719255306 [2] [0.04579986] [2387.71139191] 
36372 16.151610412518494 [2] [0.02189413] [2205.12113088] 
